locationType,location,major,minor,occupation,ethnicity,total,median,mean
Territorial Authority,Invercargill City,Labourers,"Farm, Forestry and Garden Workers",Aquaculture Worker,Pacific Peoples,NA,..C,..C
Territorial Authority,Invercargill City,Labourers,Food Preparation Assistants,Fast Food Cook,Pacific Peoples,NA,..C,..C
Territorial Authority,Invercargill City,Labourers,Other Labourers,Freight Handler (Rail or Road),Pacific Peoples,NA,..C,..C
Territorial Authority,Area Outside Territorial Authority,Managers,"Chief Executives, General Managers and Legislators",Chief Executive or Managing Director,Pacific Peoples,NA,..C,..C
Territorial Authority,Area Outside Territorial Authority,Managers,Farmers and Farm Managers,Aquaculture Farmer,Pacific Peoples,NA,..C,..C
Territorial Authority,Area Outside Territorial Authority,Managers,Specialist Managers,Code retired,Pacific Peoples,NA,..C,..C
Territorial Authority,Area Outside Territorial Authority,Managers,"Hospitality, Retail and Service Managers",Cafe or Restaurant Manager,Pacific Peoples,NA,..C,..C
Territorial Authority,Area Outside Territorial Authority,Professionals,Arts and Media Professionals,Actor,Pacific Peoples,NA,..C,..C
Territorial Authority,Area Outside Territorial Authority,Professionals,"Business, Human Resource and Marketing Professionals",Accountant (General),Pacific Peoples,NA,..C,..C
Territorial Authority,Area Outside Territorial Authority,Professionals,"Design, Engineering, Science and Transport Professionals",Aeroplane Pilot,Pacific Peoples,NA,..C,..C
Territorial Authority,Area Outside Territorial Authority,Professionals,Education Professionals,Early Childhood (Pre-primary School) Teacher,Pacific Peoples,NA,..C,..C
Territorial Authority,Area Outside Territorial Authority,Professionals,Health Professionals,Dietitian,Pacific Peoples,NA,..C,..C
Territorial Authority,Area Outside Territorial Authority,Professionals,ICT Professionals,ICT Business Analyst,Pacific Peoples,NA,..C,..C
Territorial Authority,Area Outside Territorial Authority,Professionals,"Legal, Social and Welfare Professionals",Barrister,Pacific Peoples,NA,..C,..C
Territorial Authority,Area Outside Territorial Authority,Technicians and Trades Workers,"Engineering, ICT and Science Technicians",Agricultural Technician,Pacific Peoples,NA,..C,..C
Territorial Authority,Area Outside Territorial Authority,Technicians and Trades Workers,Automotive and Engineering Trades Workers,Automotive Electrician,Pacific Peoples,NA,..C,..C
Territorial Authority,Area Outside Territorial Authority,Technicians and Trades Workers,Construction Trades Workers,Bricklayer,Pacific Peoples,NA,..C,..C
Territorial Authority,Area Outside Territorial Authority,Technicians and Trades Workers,Electrotechnology and Telecommunications Trades Workers,Electrician (General),Pacific Peoples,NA,..C,..C
Territorial Authority,Area Outside Territorial Authority,Technicians and Trades Workers,Food Trades Workers,Baker,Pacific Peoples,NA,..C,..C
Territorial Authority,Area Outside Territorial Authority,Technicians and Trades Workers,Skilled Animal and Horticultural Workers,Dog Handler or Trainer,Pacific Peoples,NA,..C,..C
Territorial Authority,Area Outside Territorial Authority,Technicians and Trades Workers,Other Technicians and Trades Workers,Hairdresser,Pacific Peoples,NA,..C,..C
Territorial Authority,Area Outside Territorial Authority,Community and Personal Service Workers,Health and Welfare Support Workers,Ambulance Officer,Pacific Peoples,NA,..C,..C
Territorial Authority,Area Outside Territorial Authority,Community and Personal Service Workers,Carers and Aides,Child Care Worker,Pacific Peoples,NA,..C,..C
Territorial Authority,Area Outside Territorial Authority,Community and Personal Service Workers,Hospitality Workers,Bar Attendant,Pacific Peoples,NA,..C,..C
Territorial Authority,Area Outside Territorial Authority,Community and Personal Service Workers,Protective Service Workers,Defence Force Member - Other Ranks,Pacific Peoples,NA,..C,..C
Territorial Authority,Area Outside Territorial Authority,Community and Personal Service Workers,Sports and Personal Service Workers,Beauty Therapist,Pacific Peoples,NA,..C,..C
Territorial Authority,Area Outside Territorial Authority,Clerical and Administrative Workers,Office Managers and Program Administrators,Contract Administrator,Pacific Peoples,NA,..C,..C
Territorial Authority,Area Outside Territorial Authority,Clerical and Administrative Workers,Personal Assistants and Secretaries,Personal Assistant,Pacific Peoples,NA,..C,..C
Territorial Authority,Area Outside Territorial Authority,Clerical and Administrative Workers,General Clerical Workers,General Clerk,Pacific Peoples,NA,..C,..C
Territorial Authority,Area Outside Territorial Authority,Clerical and Administrative Workers,Inquiry Clerks and Receptionists,Call or Contact Centre Team Leader,Pacific Peoples,NA,..C,..C
Territorial Authority,Area Outside Territorial Authority,Clerical and Administrative Workers,Numerical Clerks,Accounts Clerk,Pacific Peoples,NA,..C,..C
Territorial Authority,Area Outside Territorial Authority,Clerical and Administrative Workers,Clerical and Office Support Workers,Betting Agency Counter Clerk,Pacific Peoples,NA,..C,..C
Territorial Authority,Area Outside Territorial Authority,Clerical and Administrative Workers,Other Clerical and Administrative Workers,Code retired,Pacific Peoples,NA,..C,..C
Territorial Authority,Area Outside Territorial Authority,Sales Workers,Sales Representatives and Agents,Auctioneer,Pacific Peoples,NA,..C,..C
Territorial Authority,Area Outside Territorial Authority,Sales Workers,Sales Assistants and Salespersons,Sales Assistant (General),Pacific Peoples,NA,..C,..C
Territorial Authority,Area Outside Territorial Authority,Sales Workers,Sales Support Workers,Checkout Operator,Pacific Peoples,NA,..C,..C
Territorial Authority,Area Outside Territorial Authority,Machinery Operators and Drivers,Machine and Stationary Plant Operators,Clay Products Machine Operator,Pacific Peoples,NA,..C,..C
Territorial Authority,Area Outside Territorial Authority,Machinery Operators and Drivers,Mobile Plant Operators,Agricultural and Horticultural Mobile Plant Operator,Pacific Peoples,NA,..C,..C
Territorial Authority,Area Outside Territorial Authority,Machinery Operators and Drivers,Road and Rail Drivers,Chauffeur,Pacific Peoples,NA,..C,..C
Territorial Authority,Area Outside Territorial Authority,Machinery Operators and Drivers,Storepersons,Storeperson,Pacific Peoples,NA,..C,..C
Territorial Authority,Area Outside Territorial Authority,Labourers,Cleaners and Laundry Workers,Car Detailer,Pacific Peoples,NA,..C,..C
Territorial Authority,Area Outside Territorial Authority,Labourers,Construction and Mining Labourers,Builder's Labourer,Pacific Peoples,NA,..C,..C
Territorial Authority,Area Outside Territorial Authority,Labourers,Factory Process Workers,Baking Factory Worker,Pacific Peoples,NA,..C,..C
Territorial Authority,Area Outside Territorial Authority,Labourers,"Farm, Forestry and Garden Workers",Aquaculture Worker,Pacific Peoples,NA,..C,..C
Territorial Authority,Area Outside Territorial Authority,Labourers,Food Preparation Assistants,Fast Food Cook,Pacific Peoples,NA,..C,..C
Territorial Authority,Area Outside Territorial Authority,Labourers,Other Labourers,Freight Handler (Rail or Road),Pacific Peoples,NA,..C,..C
Auckland Local Board,Rodney Local Board Area,Managers,"Chief Executives, General Managers and Legislators",Chief Executive or Managing Director,Pacific Peoples,18,86200,103100
Auckland Local Board,Rodney Local Board Area,Managers,Farmers and Farm Managers,Aquaculture Farmer,Pacific Peoples,6,10600,16200
Auckland Local Board,Rodney Local Board Area,Managers,Specialist Managers,Code retired,Pacific Peoples,NA,..C,..C
Auckland Local Board,Rodney Local Board Area,Managers,"Hospitality, Retail and Service Managers",Cafe or Restaurant Manager,Pacific Peoples,NA,..C,..C
Auckland Local Board,Rodney Local Board Area,Professionals,Arts and Media Professionals,Actor,Pacific Peoples,NA,..C,..C
Auckland Local Board,Rodney Local Board Area,Professionals,"Business, Human Resource and Marketing Professionals",Accountant (General),Pacific Peoples,NA,..C,..C
Auckland Local Board,Rodney Local Board Area,Professionals,"Design, Engineering, Science and Transport Professionals",Aeroplane Pilot,Pacific Peoples,NA,..C,..C
Auckland Local Board,Rodney Local Board Area,Professionals,Education Professionals,Early Childhood (Pre-primary School) Teacher,Pacific Peoples,15,40500,40900
Auckland Local Board,Rodney Local Board Area,Professionals,Health Professionals,Dietitian,Pacific Peoples,NA,..C,..C
Auckland Local Board,Rodney Local Board Area,Professionals,ICT Professionals,ICT Business Analyst,Pacific Peoples,NA,..C,..C
Auckland Local Board,Rodney Local Board Area,Professionals,"Legal, Social and Welfare Professionals",Barrister,Pacific Peoples,NA,..C,..C
Auckland Local Board,Rodney Local Board Area,Technicians and Trades Workers,"Engineering, ICT and Science Technicians",Agricultural Technician,Pacific Peoples,NA,..C,..C
Auckland Local Board,Rodney Local Board Area,Technicians and Trades Workers,Automotive and Engineering Trades Workers,Automotive Electrician,Pacific Peoples,NA,..C,..C
Auckland Local Board,Rodney Local Board Area,Technicians and Trades Workers,Construction Trades Workers,Bricklayer,Pacific Peoples,NA,..C,..C
Auckland Local Board,Rodney Local Board Area,Technicians and Trades Workers,Electrotechnology and Telecommunications Trades Workers,Electrician (General),Pacific Peoples,12,52900,74700
Auckland Local Board,Rodney Local Board Area,Technicians and Trades Workers,Food Trades Workers,Baker,Pacific Peoples,NA,..C,..C
Auckland Local Board,Rodney Local Board Area,Technicians and Trades Workers,Skilled Animal and Horticultural Workers,Dog Handler or Trainer,Pacific Peoples,NA,..C,..C
Auckland Local Board,Rodney Local Board Area,Technicians and Trades Workers,Other Technicians and Trades Workers,Hairdresser,Pacific Peoples,NA,..C,..C
Auckland Local Board,Rodney Local Board Area,Community and Personal Service Workers,Health and Welfare Support Workers,Ambulance Officer,Pacific Peoples,NA,..C,..C
Auckland Local Board,Rodney Local Board Area,Community and Personal Service Workers,Carers and Aides,Child Care Worker,Pacific Peoples,NA,..C,..C
Auckland Local Board,Rodney Local Board Area,Community and Personal Service Workers,Hospitality Workers,Bar Attendant,Pacific Peoples,NA,..C,..C
Auckland Local Board,Rodney Local Board Area,Community and Personal Service Workers,Protective Service Workers,Defence Force Member - Other Ranks,Pacific Peoples,NA,..C,..C
Auckland Local Board,Rodney Local Board Area,Community and Personal Service Workers,Sports and Personal Service Workers,Beauty Therapist,Pacific Peoples,NA,..C,..C
Auckland Local Board,Rodney Local Board Area,Clerical and Administrative Workers,Office Managers and Program Administrators,Contract Administrator,Pacific Peoples,NA,..C,..C
Auckland Local Board,Rodney Local Board Area,Clerical and Administrative Workers,Personal Assistants and Secretaries,Personal Assistant,Pacific Peoples,NA,..C,..C
Auckland Local Board,Rodney Local Board Area,Clerical and Administrative Workers,General Clerical Workers,General Clerk,Pacific Peoples,9,32800,35100
Auckland Local Board,Rodney Local Board Area,Clerical and Administrative Workers,Inquiry Clerks and Receptionists,Call or Contact Centre Team Leader,Pacific Peoples,NA,..C,..C
Auckland Local Board,Rodney Local Board Area,Clerical and Administrative Workers,Numerical Clerks,Accounts Clerk,Pacific Peoples,9,55300,54800
Auckland Local Board,Rodney Local Board Area,Clerical and Administrative Workers,Clerical and Office Support Workers,Betting Agency Counter Clerk,Pacific Peoples,NA,..C,..C
Auckland Local Board,Rodney Local Board Area,Clerical and Administrative Workers,Other Clerical and Administrative Workers,Code retired,Pacific Peoples,NA,..C,..C
Auckland Local Board,Rodney Local Board Area,Sales Workers,Sales Representatives and Agents,Auctioneer,Pacific Peoples,NA,..C,..C
Auckland Local Board,Rodney Local Board Area,Sales Workers,Sales Assistants and Salespersons,Sales Assistant (General),Pacific Peoples,54,18000,22700
Auckland Local Board,Rodney Local Board Area,Sales Workers,Sales Support Workers,Checkout Operator,Pacific Peoples,9,17400,15200
Auckland Local Board,Rodney Local Board Area,Machinery Operators and Drivers,Machine and Stationary Plant Operators,Clay Products Machine Operator,Pacific Peoples,NA,..C,..C
Auckland Local Board,Rodney Local Board Area,Machinery Operators and Drivers,Mobile Plant Operators,Agricultural and Horticultural Mobile Plant Operator,Pacific Peoples,NA,..C,..C
Auckland Local Board,Rodney Local Board Area,Machinery Operators and Drivers,Road and Rail Drivers,Chauffeur,Pacific Peoples,NA,..C,..C
Auckland Local Board,Rodney Local Board Area,Machinery Operators and Drivers,Storepersons,Storeperson,Pacific Peoples,12,33500,32100
Auckland Local Board,Rodney Local Board Area,Labourers,Cleaners and Laundry Workers,Car Detailer,Pacific Peoples,NA,..C,..C
Auckland Local Board,Rodney Local Board Area,Labourers,Construction and Mining Labourers,Builder's Labourer,Pacific Peoples,6,22100,21700
Auckland Local Board,Rodney Local Board Area,Labourers,Factory Process Workers,Baking Factory Worker,Pacific Peoples,NA,..C,..C
Auckland Local Board,Rodney Local Board Area,Labourers,"Farm, Forestry and Garden Workers",Aquaculture Worker,Pacific Peoples,NA,..C,..C
Auckland Local Board,Rodney Local Board Area,Labourers,Food Preparation Assistants,Fast Food Cook,Pacific Peoples,NA,..C,..C
Auckland Local Board,Rodney Local Board Area,Labourers,Other Labourers,Freight Handler (Rail or Road),Pacific Peoples,NA,..C,..C
Auckland Local Board,Hibiscus and Bays Local Board Area,Managers,"Chief Executives, General Managers and Legislators",Chief Executive or Managing Director,Pacific Peoples,18,66100,80300
